VALUES
-0.00029094
0.000928273
-0.001608776
0.002588154
-0.002804633
0.001782073
0.001231277
-0.006177683
0.012216719
-0.017585505
0.021093311
-0.020945137
0.017323538
-0.010698096
0.003354585
0.003163207
-0.006579325
0.007442608
-0.005421635
0.002252253
0.002017326
-0.006438221
0.011893871
-0.017996044
0.024945295
-0.031172573
0.043189986
-0.042840309
0.049549659
-0.041123581
0.033659173
-0.011057654
-0.010142528
0.040049716
-0.059728198
0.078751725
-0.076795765
0.07045283
-0.044627876
0.024074907
0.00608652
-0.016950373
0.031608226
-0.025185574
0.026802893
-0.013507456
0.011258352
0.00190479
-0.007409392
0.02465415
-0.036346364
0.055700045
-0.063969395
0.072315059
-0.06559307
0.05625905
-0.035263929
0.017825905
0.004834135
-0.016209729
0.030739468
-0.033126682
0.039005651
-0.034912839
0.034036473
-0.02200614
0.013216941
0.007669046
-0.020754934
0.038245479
-0.038676414
0.03719041
-0.017989245
0.00237798
0.01675447
-0.021586638
0.022245362
-0.012734847
0.008652166
-0.01208632
0.028253332
-0.048489602
0.067694513
-0.070867534
0.058364819
-0.029694719
-0.000108992
0.021256965
-0.022232015
0.005852895
0.018527942
-0.037347961
0.036512923
-0.016880452
-0.014888572
0.043514175
-0.052324014
0.038426592
-0.000118869
-0.040812892
0.074860795
-0.081395644
0.066267515
-0.027360346
-0.009927797
0.043906539
-0.053898078
0.054134858
-0.038723623
0.034196505
-0.031798966
0.050972984
-0.068380678
0.093064113
-0.097493999
0.093531736
-0.064566517
0.031333456
0.010274644
-0.039058762
0.060689358
-0.060746746
0.050576942
-0.02756168
0.003372586
0.021207358
-0.035684908
0.044715175
-0.040299192
0.035342821
-0.020694458
0.012173567
0.002094204
-0.009985267
0.024284761
-0.03337737
0.049161538
-0.051087674
0.053070753
-0.03216177
0.010713626
0.025028659
-0.045828801
0.062682842
-0.05155695
0.037019693
-0.006715464
-0.00576423
0.017761973
-0.005077899
0.000147517
0.008977544
0.004741567
-0.023738344
0.053780086
-0.067246648
0.067386242
-0.039105643
0.002771997
0.036563607
-0.056753823
0.053937136
-0.027888028
-0.009769419
0.045681824
-0.069603316
0.078445549
-0.072750261
0.06323884
-0.048637975
0.041727522
-0.028683661
0.026054729
-0.012604001
0.01041465
0.000970655
-9.07056E-05
0.010774305
-0.012349659
0.027931506
-0.032516312
0.046458321
-0.042682913
0.044512685
-0.031626435
0.030988083
-0.023624754
0.032349882
-0.027737979
0.029529847
-0.009043939
-0.006102825
0.033409004
-0.041231693
0.04807394
-0.035005936
0.029303706
-0.023179963
0.038058388
-0.053583422
0.076043336
-0.076823667
0.065670138
-0.031025696
-0.001937511
0.029699416
-0.031955732
0.016670097
0.01494739
-0.038785989
0.050717053
-0.040570508
0.018755993
0.001762551
